Word,Iconicity,ipa,1_syl,2_son,3_cons,4_cont,5_delrel,6_lat,7_nas,8_strid,9_voi,10_sg,11_cg,12_ant,13_cor,14_distr,15_lab,16_hi,17_lo,18_back,19_round,20_velaric,21_tense,22_long,23_hitone,24_hireg,phon_pred
booted,0.6666666666666666,butɪd,0.4,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.4,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4985808262641779
nightclub,0.5555555555555555,najtklʌb,0.25,0.625,0.625,0.5,0.0,0.125,0.125,0.0,0.75,0.0,0.0,0.5,0.375,0.0,0.125,0.25,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.49857243918994065
problem,0.3787878787878788,pɹɑbləm,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.0,0.1428571428571428,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.4985706522081084
childish,0.6166666666666667,t͡ʃajldɪʃ,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.4985516990118769
brimstone,0.5238095238095238,bɹɪmstown,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.6666666666666666,0.4444444444444444,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.49854324563247476
featured,0.2666666666666666,fit͡ʃɹ̩d,0.4,0.4,0.6,0.6,0.2,0.0,0.0,0.2,0.6,0.0,0.0,0.6,0.6,0.2,0.2,0.4,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4985184849244632
beneath,0.4333333333333333,bɪniθ,0.4,0.6,0.6,0.6,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.6,0.4,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4985141391014576
revolting,0.5,ɹivowltɪŋ,0.3333333333333333,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.5555555555555556,0.0,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.4985026354378616
brat,0.5606060606060606,bɹæt,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.5,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.4984957164083276
frill,0.6833333333333332,fɹɪl,0.25,0.75,0.5,1.0,0.0,0.25,0.0,0.25,0.75,0.0,0.0,0.75,0.5,0.0,0.25,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.4984839874249709
mosey,0.6309523809523809,mowzi,0.4,0.8,0.4,0.8,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.4,0.2,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.4984778019032476
rolling,0.7166666666666666,ɹowlɪŋ,0.3333333333333333,1.0,0.3333333333333333,0.8333333333333334,0.0,0.1666666666666666,0.1666666666666666,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.4984612070646188
helping,0.4027777777777777,hɛlpɪŋ,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.49845074116188753
grandpa,0.4666666666666666,ɡɹændpɑ,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.4285714285714285,0.0,0.0,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.0,0.2857142857142857,0.0,0.0,0.0,0.498437443406649
liking,0.2833333333333333,lajkɪŋ,0.3333333333333333,0.8333333333333334,0.5,0.6666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.8333333333333334,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.49843170210925036
chime,0.8666666666666667,t͡ʃajm,0.25,0.75,0.5,0.5,0.25,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.49842713732780375
bilingual,0.4848484848484848,bajlɪŋɡwəl,0.3,0.8,0.5,0.7,0.0,0.2,0.1,0.0,1.0,0.0,0.0,0.3,0.2,0.0,0.2,0.5,0.1,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.49841868123397415
monsoon,0.4615384615384615,mɑnsun,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.5,0.0,0.0,0.5,0.0,0.8333333333333334,0.0,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.4983923287423627
postmaster,0.7,powstmæstɹ̩,0.3,0.5,0.6,0.6,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.7,0.5,0.0,0.3,0.2,0.1,0.3,0.3,0.0,0.2,0.0,0.0,0.0,0.49839194750971044
conjure,0.4166666666666666,kɑnd͡ʒɹ̩,0.4,0.6,0.6,0.4,0.2,0.0,0.2,0.0,0.8,0.0,0.0,0.4,0.6,0.2,0.0,0.4,0.2,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.4983830372565014
bird,0.3999999999999999,bɹ̩d,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4983685129954164
cascade,0.5166666666666666,kæskejd,0.2857142857142857,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.4285714285714285,0.1428571428571428,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.4983519426024374
crumble,0.5166666666666666,kɹʌmbəl,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.0,0.1428571428571428,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.49834115092158887
tapeworm,0.5,tæpwɹ̩m,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.4983292740952887
wing,0.4696969696969695,wɪŋ,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4983173171543071
backside,0.5833333333333333,bæksajd,0.2857142857142857,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.4285714285714285,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.4982810824510743
gym,0.2999999999999999,d͡ʒɪm,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49827707422138445
handler,0.6833333333333332,hændlɹ̩,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.8333333333333334,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.49826522271314677
motherhood,0.3666666666666667,mʌðɹ̩hʊd,0.4285714285714285,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.0,0.0,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,0.5714285714285714,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.4285714285714285,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0,0.4982608396783247
banshee,0.5833333333333333,bænʃi,0.4,0.6,0.6,0.6,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4982340244141127
southwest,0.4487179487179488,sawθwɛst,0.25,0.5,0.5,0.875,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.125,0.25,0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.4982314292903268
graze,0.5999999999999999,ɡɹejz,0.2,0.6,0.4,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.0,0.6,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.498227353885508
camisole,0.2272727272727273,kæmɪsowl,0.375,0.75,0.5,0.75,0.0,0.125,0.125,0.0,0.75,0.0,0.0,0.375,0.25,0.0,0.25,0.375,0.125,0.375,0.25,0.0,0.25,0.0,0.0,0.0,0.49822409767342785
floater,0.4545454545454545,flowtɹ̩,0.3333333333333333,0.6666666666666666,0.5,0.8333333333333334,0.0,0.1666666666666666,0.0,0.1666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.4982228796927396
bulldog,0.7,bʊldɔɡ,0.3333333333333333,0.5,0.6666666666666666,0.5,0.0,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.49821630879342493
ping-pong,0.8939393939393938,pɪŋ-pɔŋ,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.5,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.49821289406766
gamble,0.5151515151515151,ɡæmbəl,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.0,0.1666666666666666,0.1666666666666666,0.0,1.0,0.0,0.0,0.5,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.49820826238896004
square,0.4166666666666666,skwɛɹ,0.2,0.6,0.4,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.4,0.0,0.2,0.6,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.4982009620342646
seclusion,0.3484848484848484,sɪkluʒən,0.375,0.625,0.625,0.75,0.0,0.125,0.125,0.0,0.75,0.0,0.0,0.375,0.5,0.125,0.125,0.375,0.0,0.375,0.125,0.0,0.125,0.0,0.0,0.0,0.49817751152416345
symbolic,0.4666666666666666,sɪmbɑlɪk,0.375,0.625,0.625,0.625,0.0,0.125,0.125,0.0,0.75,0.0,0.0,0.5,0.25,0.0,0.25,0.375,0.125,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.4981726107582463
nix,0.4555555555555555,nɪks,0.25,0.5,0.75,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4981578776666734
skin,0.3999999999999999,skɪn,0.25,0.5,0.75,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4981578776666734
sting,0.7424242424242423,stɪŋ,0.25,0.5,0.75,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4981578776666734
makeshift,0.5138888888888888,mejkʃɪft,0.25,0.5,0.625,0.625,0.0,0.0,0.125,0.125,0.5,0.0,0.0,0.375,0.25,0.125,0.25,0.375,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.49815425459757473
sneaker,0.5666666666666667,snikɹ̩,0.4,0.6,0.6,0.6,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.6,0.6,0.0,0.0,0.6,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.49815219485329076
thriller,0.7166666666666666,θɹɪlɹ̩,0.4,0.8,0.4,1.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.8,0.8,0.2,0.0,0.6,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.49813047279881434
thirty,0.3589743589743589,θɹ̩di,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.75,0.25,0.0,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.4981182227118075
explosion,0.6833333333333332,ɪksplowʒən,0.3,0.6,0.6,0.7,0.0,0.1,0.1,0.0,0.7,0.0,0.0,0.4,0.4,0.1,0.2,0.3,0.0,0.4,0.2,0.0,0.1,0.0,0.0,0.0,0.49808673270687087
porch,0.409090909090909,pɔɹt͡ʃ,0.25,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.25,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4980707957361689
grumble,0.7833333333333333,ɡɹʌmbəl,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.0,0.1428571428571428,0.1428571428571428,0.0,1.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.4980407894837061
saggy,0.909090909090909,sæɡi,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.4980285437809923
gassy,0.6333333333333333,ɡæsi,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.4980285437809923
sketchpad,0.5606060606060606,skɛt͡ʃpæd,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.49801548287098546
doll,0.4333333333333333,dɑl,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4980009407222048
firm,0.7333333333333334,fɹ̩m,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4979835543856076
pretext,0.2166666666666666,pɹitɛkst,0.25,0.375,0.625,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.625,0.5,0.0,0.125,0.375,0.0,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.49797442360791216
wimpy,0.5151515151515151,wɪmpi,0.4,0.8,0.4,0.6,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.6,0.6,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.497972842245298
drab,0.5166666666666666,dɹæb,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.5,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.49797008389203284
will,0.1333333333333333,wɪl,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4979585118054344
casserole,0.2424242424242424,kæsɹ̩owl,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.8571428571428571,0.0,0.1428571428571428,0.0,0.0,0.7142857142857143,0.0,0.0,0.4285714285714285,0.4285714285714285,0.0,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.5714285714285714,0.4285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.4979564252467664
pot,0.4666666666666666,pɑt,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.49795558659405426
top,0.6944444444444444,tɑp,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.49795558659405426
mislead,0.4333333333333333,mɪslid,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.8333333333333334,0.0,0.0,0.6666666666666666,0.5,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.4979466388024524
dewy,0.7333333333333334,dui,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.49794184195640695
molar,0.2,mowlɹ̩,0.4,1.0,0.4,0.8,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.6,0.4,0.0,0.4,0.4,0.0,0.6,0.6,0.0,0.2,0.0,0.0,0.0,0.49794110795960683
distinguish,0.2999999999999999,dɪstɪŋɡwɪʃ,0.3,0.5,0.6,0.6,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.3,0.4,0.1,0.1,0.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.4979395683386729
honeymoon,0.6666666666666666,hʌnimun,0.4285714285714285,1.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.4285714285714285,0.0,0.8571428571428571,0.0,0.0,0.4285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.1428571428571428,0.0,0.4285714285714285,0.0,0.0,0.0,0.4979228276187189
gimmick,0.6166666666666667,ɡɪmɪk,0.4,0.6,0.6,0.4,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.497894858711762
silt,0.5303030303030303,sɪlt,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497888773655019
list,0.3999999999999999,lɪst,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497888773655019
still,0.5166666666666666,stɪl,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497888773655019
slit,0.8166666666666667,slɪt,0.25,0.5,0.75,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497888773655019
prescribe,0.5416666666666666,pɹəskɹajb,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.4978827122118793
pontoon,0.3484848484848484,pɑntun,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.49787295394709336
folder,0.6166666666666667,fowldɹ̩,0.3333333333333333,0.6666666666666666,0.5,0.8333333333333334,0.0,0.1666666666666666,0.0,0.1666666666666666,0.8333333333333334,0.0,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.49787245801520974
kicker,0.5303030303030303,kɪkɹ̩,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,1.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.4978697547409828
blade,0.5833333333333333,blejd,0.2,0.6,0.6,0.6,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.6,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4978590430351868
depot,0.3333333333333333,dipow,0.4,0.6,0.4,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.2,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.4978545521489244
workbench,0.5999999999999999,wɹ̩kbɛnt͡ʃ,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.4285714285714285,0.1428571428571428,0.0,0.1428571428571428,0.0,0.7142857142857143,0.0,0.0,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.2857142857142857,0.4285714285714285,0.0,0.4285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.49785329856720445
routine,0.3181818181818182,ɹutin,0.4,0.8,0.4,0.6,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.6,0.6,0.0,0.2,0.6,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.4978494243187174
brothel,0.3333333333333333,bɹɑθəl,0.3333333333333333,0.6666666666666666,0.5,0.8333333333333334,0.0,0.1666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.6666666666666666,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.5,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.4978386864987905
mucus,0.4615384615384615,mjukəs,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.5,0.0,0.5,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.4978355737524689
mucous,0.5151515151515151,mjukəs,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.5,0.0,0.5,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.4978355737524689
marker,0.5999999999999999,mɑɹkɹ̩,0.4,0.8,0.4,0.6,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.6,0.4,0.0,0.2,0.6,0.2,0.8,0.4,0.0,0.2,0.0,0.0,0.0,0.4978299165020405
protein,0.2666666666666666,pɹowtin,0.2857142857142857,0.7142857142857143,0.4285714285714285,0.5714285714285714,0.0,0.0,0.1428571428571428,0.0,0.7142857142857143,0.0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.2857142857142857,0.4285714285714285,0.0,0.4285714285714285,0.4285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.4978134794955697
than,0.0833333333333333,ðæn,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.49779050991197427
noon,0.4242424242424242,nun,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.49779032130013257
sanctuary,0.5333333333333333,sæŋkt͡ʃuɛɹi,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0,0.49779013218976786
burlesque,0.4833333333333333,bɹ̩lɛsk,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.0,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.49778400702119396
